"global_id";"stop_id";"stop_name";"StationName";"Street";"Direction";"Pavilion";"OperatingOrgName";"geoData";"geodata_center";
"global_id";"Код остановки";"Наименование остановки";"Название остановки согласно указателю";"Наименование улицы, на которой находится остановка";"Направление";"Наличие павильона";"Балансодержатель остановки с павильоном";"geoData";"geodata_center";
"2632135422";"1004269";"Улица Пожарского";"";"";"";"";"";"{coordinates=[37.48312419, 55.89250565], type=Point}";"{coordinates=[37.48312419, 55.89250565], type=Point}";
"2632135423";"1004270";"Зелёная улица";"";"";"";"";"";"{coordinates=[37.48350835, 55.89086775], type=Point}";"{coordinates=[37.48350835, 55.89086775], type=Point}";
"2632135424";"1004271";"Зелёная улица";"";"";"";"";"";"{coordinates=[37.4834485, 55.89016073], type=Point}";"{coordinates=[37.4834485, 55.89016073], type=Point}";
"2632135425";"1004272";"Институт культуры";"";"";"";"";"";"{coordinates=[37.47654423, 55.89397352], type=Point}";"{coordinates=[37.47654423, 55.89397352], type=Point}";
"2632135426";"1004273";"Институт культуры";"";"";"";"";"";"{coordinates=[37.47528617, 55.89375357], type=Point}";"{coordinates=[37.47528617, 55.89375357], type=Point}";
"2632135427";"1004274";"Школа";"";"";"";"";"";"{coordinates=[37.4714021, 55.89259785], type=Point}";"{coordinates=[37.4714021, 55.89259785], type=Point}";
"2632135428";"1004275";"Школа";"";"";"";"";"";"{coordinates=[37.47166282, 55.89251622], type=Point}";"{coordinates=[37.47166282, 55.89251622], type=Point}";
"2632135429";"1004276";"Улица Нахимова, 10А";"";"";"";"";"";"{coordinates=[37.47014573, 55.89024836], type=Point}";"{coordinates=[37.47014573, 55.89024836], type=Point}";
"2632135430";"1004277";"Улица Нахимова, 10А";"";"";"";"";"";"{coordinates=[37.47036133, 55.89015264], type=Point}";"{coordinates=[37.47036133, 55.89015264], type=Point}";
"2632135431";"1004278";"МЦД Левобережная";"";"";"";"";"";"{coordinates=[37.46797503, 55.88813494], type=Point}";"{coordinates=[37.46797503, 55.88813494], type=Point}";
"2632135432";"1004279";"МЦД Левобережная";"";"";"";"";"";"{coordinates=[37.46821775, 55.88808742], type=Point}";"{coordinates=[37.46821775, 55.88808742], type=Point}";
"2632135433";"1004280";"МЦД Фирсановская";"";"";"";"";"";"{coordinates=[37.25193688, 55.96090206], type=Point}";"{coordinates=[37.25193688, 55.96090206], type=Point}";
"2632135434";"1004281";"МЦД Фирсановская";"";"";"";"";"";"{coordinates=[37.2521308, 55.96066939], type=Point}";"{coordinates=[37.2521308, 55.96066939], type=Point}";
"2632135435";"1004282";"Улица Толстого";"";"";"";"";"";"{coordinates=[37.25139957, 55.94819524], type=Point}";"{coordinates=[37.25139957, 55.94819524], type=Point}";
"2632135436";"1004283";"Улица Толстого";"";"";"";"";"";"{coordinates=[37.25092614, 55.94765629], type=Point}";"{coordinates=[37.25092614, 55.94765629], type=Point}";
"2632135437";"1004284";"Хутор";"";"";"";"";"";"{coordinates=[37.25031897, 55.9445031], type=Point}";"{coordinates=[37.25031897, 55.9445031], type=Point}";
"2632135438";"1004285";"Хутор";"";"";"";"";"";"{coordinates=[37.25053603, 55.94431201], type=Point}";"{coordinates=[37.25053603, 55.94431201], type=Point}";
"2632135441";"1004286";"Велтон Парк";"";"";"";"";"";"{coordinates=[37.25618396, 55.94012916], type=Point}";"{coordinates=[37.25618396, 55.94012916], type=Point}";
"2632135443";"1004287";"Микрорайон Велтон Парк";"";"";"";"";"";"{coordinates=[37.2622383, 55.94190146], type=Point}";"{coordinates=[37.2622383, 55.94190146], type=Point}";
"2632135446";"1004288";"Микрорайон Велтон Парк";"";"";"";"";"";"{coordinates=[37.26297176, 55.9417902], type=Point}";"{coordinates=[37.26297176, 55.9417902], type=Point}";
"2632135448";"1004289";"Подолино";"";"";"";"";"";"{coordinates=[37.27027128, 55.94147165], type=Point}";"{coordinates=[37.27027128, 55.94147165], type=Point}";
"2632135450";"1004290";"Подолино";"";"";"";"";"";"{coordinates=[37.27066481, 55.94112311], type=Point}";"{coordinates=[37.27066481, 55.94112311], type=Point}";
"2632135453";"1004291";"Улица Некрасова";"";"";"";"";"";"{coordinates=[37.27594439, 55.94117788], type=Point}";"{coordinates=[37.27594439, 55.94117788], type=Point}";
"2632135455";"1004292";"Улица Некрасова";"";"";"";"";"";"{coordinates=[37.27601608, 55.94093014], type=Point}";"{coordinates=[37.27601608, 55.94093014], type=Point}";
"2632135458";"1004293";"Мебельный комбинат";"";"";"";"";"";"{coordinates=[37.28238171, 55.94421461], type=Point}";"{coordinates=[37.28238171, 55.94421461], type=Point}";
"2632135460";"1004294";"Мебельный комбинат";"";"";"";"";"";"{coordinates=[37.28275381, 55.94409134], type=Point}";"{coordinates=[37.28275381, 55.94409134], type=Point}";
"2632135463";"1004295";"Городской парк";"";"";"";"";"";"{coordinates=[37.29142806, 55.94205572], type=Point}";"{coordinates=[37.29142806, 55.94205572], type=Point}";
"2632135466";"1004296";"Городской парк";"";"";"";"";"";"{coordinates=[37.29164001, 55.94184201], type=Point}";"{coordinates=[37.29164001, 55.94184201], type=Point}";
"2632135468";"1004297";"Морщихинское поле";"";"";"";"";"";"{coordinates=[37.29828946, 55.94101932], type=Point}";"{coordinates=[37.29828946, 55.94101932], type=Point}";
"2632135471";"1004298";"Морщихинское поле";"";"";"";"";"";"{coordinates=[37.29959603, 55.9406947], type=Point}";"{coordinates=[37.29959603, 55.9406947], type=Point}";
"2632135474";"1004299";"Улица 9-го Мая, 18";"";"";"";"";"";"{coordinates=[37.40995089, 55.90592511], type=Point}";"{coordinates=[37.40995089, 55.90592511], type=Point}";
"2632135476";"1004300";"Улица 9-го Мая, 18";"";"";"";"";"";"{coordinates=[37.41086367, 55.90584691], type=Point}";"{coordinates=[37.41086367, 55.90584691], type=Point}";
"2632135478";"1004307";"Пенсионный фонд";"";"";"";"";"";"{coordinates=[37.42794393, 55.88453288], type=Point}";"{coordinates=[37.42794393, 55.88453288], type=Point}";
"2632135480";"1004301";"Улица 9-го Мая, 12";"";"";"";"";"";"{coordinates=[37.41496143, 55.90308374], type=Point}";"{coordinates=[37.41496143, 55.90308374], type=Point}";
"2632135481";"1004308";"Кантри-Парк";"";"";"";"";"";"{coordinates=[37.43075023, 55.88182756], type=Point}";"{coordinates=[37.43075023, 55.88182756], type=Point}";
"2632135482";"1004302";"Улица 9-го Мая, 6";"";"";"";"";"";"{coordinates=[37.41793803, 55.89914228], type=Point}";"{coordinates=[37.41793803, 55.89914228], type=Point}";
"2632135483";"1004309";"Улица Панфилова";"";"";"";"";"";"{coordinates=[37.42847045, 55.87892216], type=Point}";"{coordinates=[37.42847045, 55.87892216], type=Point}";
"2632135484";"1004310";"Ново-Бутаково";"";"";"";"";"";"{coordinates=[37.42727679, 55.88217203], type=Point}";"{coordinates=[37.42727679, 55.88217203], type=Point}";
"2632135485";"1004303";"Парк «Дубки»";"";"";"";"";"";"{coordinates=[37.42708501, 55.89251735], type=Point}";"{coordinates=[37.42708501, 55.89251735], type=Point}";
"2632135486";"1004311";"Микрорайон 2 «А»";"";"";"";"";"";"{coordinates=[37.42164723, 55.88061935], type=Point}";"{coordinates=[37.42164723, 55.88061935], type=Point}";
"2632135487";"1004304";"Улица 9-го Мая, 3";"";"";"";"";"";"{coordinates=[37.42818112, 55.89070399], type=Point}";"{coordinates=[37.42818112, 55.89070399], type=Point}";
"2632135489";"1004305";"Улица 9-го Мая, 3";"";"";"";"";"";"{coordinates=[37.42838265, 55.89014076], type=Point}";"{coordinates=[37.42838265, 55.89014076], type=Point}";
"2632135490";"1004312";"Стадион «Зоркий»";"";"";"";"";"";"{coordinates=[37.32873636, 55.82770181], type=Point}";"{coordinates=[37.32873636, 55.82770181], type=Point}";
"2632135491";"1004306";"Пенсионный фонд";"";"";"";"";"";"{coordinates=[37.42732207, 55.88475785], type=Point}";"{coordinates=[37.42732207, 55.88475785], type=Point}";
"2632135492";"1004313";"Стадион «Зоркий»";"";"";"";"";"";"{coordinates=[37.32922875, 55.8272518], type=Point}";"{coordinates=[37.32922875, 55.8272518], type=Point}";
"2632135493";"1004314";"Дом культуры «Подмосковье»";"";"";"";"";"";"{coordinates=[37.31716263, 55.82424301], type=Point}";"{coordinates=[37.31716263, 55.82424301], type=Point}";
"2632135494";"1004315";"Дом культуры «Подмосковье»";"";"";"";"";"";"{coordinates=[37.31821517, 55.82387276], type=Point}";"{coordinates=[37.31821517, 55.82387276], type=Point}";
"2632135495";"1004316";"МЦД Химки";"";"";"";"";"";"{coordinates=[37.44969134, 55.8937322], type=Point}";"{coordinates=[37.44969134, 55.8937322], type=Point}";
"2632135496";"1004317";"Аптека";"";"";"";"";"";"{coordinates=[37.44611595, 55.89104348], type=Point}";"{coordinates=[37.44611595, 55.89104348], type=Point}";
"2632135497";"1004318";"Улица Калинина";"";"";"";"";"";"{coordinates=[37.44278315, 55.88731257], type=Point}";"{coordinates=[37.44278315, 55.88731257], type=Point}";
"2632135498";"1004319";"Универмаг";"";"";"";"";"";"{coordinates=[37.42150342, 55.88680509], type=Point}";"{coordinates=[37.42150342, 55.88680509], type=Point}";
"2632135499";"1004320";"Улица Строителей";"";"";"";"";"";"{coordinates=[37.41544798, 55.88729684], type=Point}";"{coordinates=[37.41544798, 55.88729684], type=Point}";
"2632135500";"1004321";"Молодёжная улица";"";"";"";"";"";"{coordinates=[37.41218802, 55.88493692], type=Point}";"{coordinates=[37.41218802, 55.88493692], type=Point}";
"2632135501";"1004322";"Молодёжная улица";"";"";"";"";"";"{coordinates=[37.41250891, 55.88486954], type=Point}";"{coordinates=[37.41250891, 55.88486954], type=Point}";
"2632135502";"1004323";"Захарьинская улица";"";"";"";"";"";"{coordinates=[37.38030774, 55.88694658], type=Point}";"{coordinates=[37.38030774, 55.88694658], type=Point}";
"2632135503";"1004324";"Захарьинская улица";"";"";"";"";"";"{coordinates=[37.38107517, 55.8867417], type=Point}";"{coordinates=[37.38107517, 55.8867417], type=Point}";
"2632135504";"1004325";"Юрово";"";"";"";"";"";"{coordinates=[37.37325446, 55.89356458], type=Point}";"{coordinates=[37.37325446, 55.89356458], type=Point}";
"2632135521";"1004326";"Юрово";"";"";"";"";"";"{coordinates=[37.37352586, 55.89334516], type=Point}";"{coordinates=[37.37352586, 55.89334516], type=Point}";
"2632135523";"1004327";"Дачи";"";"";"";"";"";"{coordinates=[37.36492737, 55.8923755], type=Point}";"{coordinates=[37.36492737, 55.8923755], type=Point}";
"2632135526";"1004328";"Дачи";"";"";"";"";"";"{coordinates=[37.36498306, 55.89221782], type=Point}";"{coordinates=[37.36498306, 55.89221782], type=Point}";
"2632135528";"1004329";"Профилакторий";"";"";"";"";"";"{coordinates=[37.36208559, 55.8894429], type=Point}";"{coordinates=[37.36208559, 55.8894429], type=Point}";
"2632135531";"1004330";"Северо-Западный микрорайон";"";"";"";"";"";"{coordinates=[37.35835533, 55.88975978], type=Point}";"{coordinates=[37.35835533, 55.88975978], type=Point}";
"2632135533";"1004331";"Северо-Западный микрорайон";"";"";"";"";"";"{coordinates=[37.35876739, 55.88947294], type=Point}";"{coordinates=[37.35876739, 55.88947294], type=Point}";
"2632135536";"1004332";"Городок";"";"";"";"";"";"{coordinates=[37.35338038, 55.89049759], type=Point}";"{coordinates=[37.35338038, 55.89049759], type=Point}";
"2632135538";"1004333";"Городок";"";"";"";"";"";"{coordinates=[37.35356176, 55.89024992], type=Point}";"{coordinates=[37.35356176, 55.89024992], type=Point}";
"2632135540";"1004334";"Новогорск - Стадион";"";"";"";"";"";"{coordinates=[37.34716128, 55.89145336], type=Point}";"{coordinates=[37.34716128, 55.89145336], type=Point}";
"2632135543";"1004335";"Нагорное шоссе";"";"";"";"";"";"{coordinates=[37.40990131, 55.89473074], type=Point}";"{coordinates=[37.40990131, 55.89473074], type=Point}";
"2632135545";"1004336";"Стадион «Новые Химки»";"";"";"";"";"";"{coordinates=[37.41145462, 55.89063629], type=Point}";"{coordinates=[37.41145462, 55.89063629], type=Point}";
"2632135546";"1004337";"Подрезково";"";"";"";"";"";"{coordinates=[37.33392197, 55.94954621], type=Point}";"{coordinates=[37.33392197, 55.94954621], type=Point}";
"2632135547";"1004338";"Поссовет";"";"";"";"";"";"{coordinates=[37.33641605, 55.94676941], type=Point}";"{coordinates=[37.33641605, 55.94676941], type=Point}";
"2632135548";"1004339";"Поссовет";"";"";"";"";"";"{coordinates=[37.33634721, 55.94643131], type=Point}";"{coordinates=[37.33634721, 55.94643131], type=Point}";
"2632135555";"1004340";"Поликлиника";"";"";"";"";"";"{coordinates=[37.34397188, 55.9433315], type=Point}";"{coordinates=[37.34397188, 55.9433315], type=Point}";
"2632135558";"1004341";"Поликлиника";"";"";"";"";"";"{coordinates=[37.34416789, 55.94326697], type=Point}";"{coordinates=[37.34416789, 55.94326697], type=Point}";
"2632135560";"1004342";"Почта";"";"";"";"";"";"{coordinates=[37.34664624, 55.94101103], type=Point}";"{coordinates=[37.34664624, 55.94101103], type=Point}";
"2632135563";"1004343";"Почта";"";"";"";"";"";"{coordinates=[37.34686688, 55.94105919], type=Point}";"{coordinates=[37.34686688, 55.94105919], type=Point}";
"2632135565";"1004344";"МЦД Новоподрезково";"";"";"";"";"";"{coordinates=[37.34854668, 55.94016836], type=Point}";"{coordinates=[37.34854668, 55.94016836], type=Point}";
"2632135567";"1004345";"МЦД Новоподрезково";"";"";"";"";"";"{coordinates=[37.34848722, 55.93997112], type=Point}";"{coordinates=[37.34848722, 55.93997112], type=Point}";
"2632135583";"1004347";"Плотина";"";"";"";"";"";"{coordinates=[37.35717273, 55.90298755], type=Point}";"{coordinates=[37.35717273, 55.90298755], type=Point}";
"2632135594";"1004350";"Комсомольская улица";"";"";"";"";"";"{coordinates=[37.34496218, 55.94860712], type=Point}";"{coordinates=[37.34496218, 55.94860712], type=Point}";
"2632135598";"1004351";"Поворот на Хлебниково";"";"";"";"";"";"{coordinates=[37.44566646, 55.96845144], type=Point}";"{coordinates=[37.44566646, 55.96845144], type=Point}";
"2632135602";"1004352";"Поворот на Хлебниково";"";"";"";"";"";"{coordinates=[37.44563737, 55.96770218], type=Point}";"{coordinates=[37.44563737, 55.96770218], type=Point}";
"2632135606";"1004353";"Клязьма";"";"";"";"";"";"{coordinates=[37.44768147, 55.96397933], type=Point}";"{coordinates=[37.44768147, 55.96397933], type=Point}";
"2632135611";"1005374";"Дом культуры имени Лепсе";"";"";"";"";"";"{coordinates=[36.97040572, 56.19232204], type=Point}";"{coordinates=[36.97040572, 56.19232204], type=Point}";
"2632135613";"1005375";"Дом культуры имени Лепсе";"";"";"";"";"";"{coordinates=[36.97076792, 56.19169829], type=Point}";"{coordinates=[36.97076792, 56.19169829], type=Point}";
"2632135620";"1004354";"Клязьма";"";"";"";"";"";"{coordinates=[37.44725001, 55.96366931], type=Point}";"{coordinates=[37.44725001, 55.96366931], type=Point}";
"2632135623";"1004355";"Улица Лётчика Ивана Фёдорова - Город Набережных";"";"";"";"";"";"{coordinates=[37.44652456, 55.95805241], type=Point}";"{coordinates=[37.44652456, 55.95805241], type=Point}";
"2632135624";"1004356";"Улица Лётчика Ивана Фёдорова - Город Набережных";"";"";"";"";"";"{coordinates=[37.44633416, 55.95776502], type=Point}";"{coordinates=[37.44633416, 55.95776502], type=Point}";
"2632135625";"1004357";"Свистуха";"";"";"";"";"";"{coordinates=[37.44824564, 55.95516317], type=Point}";"{coordinates=[37.44824564, 55.95516317], type=Point}";
"2632135626";"1004358";"Свистуха";"";"";"";"";"";"{coordinates=[37.44795498, 55.9547518], type=Point}";"{coordinates=[37.44795498, 55.9547518], type=Point}";
"2632135631";"1004363";"Поворот на Ивакино";"";"";"";"";"";"{coordinates=[37.47122874, 55.95073712], type=Point}";"{coordinates=[37.47122874, 55.95073712], type=Point}";
"2632135632";"1004364";"Поворот на Ивакино";"";"";"";"";"";"{coordinates=[37.47145983, 55.95050057], type=Point}";"{coordinates=[37.47145983, 55.95050057], type=Point}";
"2632135633";"1004365";"ОММЛ (МЦ «Олимпиец»)";"";"";"";"";"";"{coordinates=[37.47301485, 55.95225857], type=Point}";"{coordinates=[37.47301485, 55.95225857], type=Point}";
"2632135634";"1004366";"ОММЛ (МЦ «Олимпиец»)";"";"";"";"";"";"{coordinates=[37.47337627, 55.95232061], type=Point}";"{coordinates=[37.47337627, 55.95232061], type=Point}";
"2632135635";"1004367";"Магазин";"";"";"";"";"";"{coordinates=[37.47790273, 55.95563963], type=Point}";"{coordinates=[37.47790273, 55.95563963], type=Point}";
"2632135636";"1004368";"Магазин";"";"";"";"";"";"{coordinates=[37.477481, 55.95563956], type=Point}";"{coordinates=[37.477481, 55.95563956], type=Point}";
"2632135637";"1004369";"Ивакино";"";"";"";"";"";"{coordinates=[37.47648347, 55.95712098], type=Point}";"{coordinates=[37.47648347, 55.95712098], type=Point}";
"2632135638";"1004370";"Улица Лавочкина";"";"";"";"";"";"{coordinates=[37.4142966, 55.88874757], type=Point}";"{coordinates=[37.4142966, 55.88874757], type=Point}";
"2632135639";"1004371";"Стадион «Новые Химки»";"";"";"";"";"";"{coordinates=[37.41183539, 55.89107249], type=Point}";"{coordinates=[37.41183539, 55.89107249], type=Point}";
"2632135640";"1004372";"Нагорное шоссе";"";"";"";"";"";"{coordinates=[37.410423, 55.89494172], type=Point}";"{coordinates=[37.410423, 55.89494172], type=Point}";
"2632135641";"1004373";"Улица Дружбы";"";"";"";"";"";"{coordinates=[37.40971554, 55.89736926], type=Point}";"{coordinates=[37.40971554, 55.89736926], type=Point}";
"2632135642";"1004374";"Сбербанк";"";"";"";"";"";"{coordinates=[37.40636378, 55.89857796], type=Point}";"{coordinates=[37.40636378, 55.89857796], type=Point}";
"2632135643";"1004375";"Сбербанк";"";"";"";"";"";"{coordinates=[37.40581302, 55.8982846], type=Point}";"{coordinates=[37.40581302, 55.8982846], type=Point}";
"2632135644";"1004376";"Молодёжная улица, 50";"";"";"";"";"";"{coordinates=[37.40204255, 55.89845067], type=Point}";"{coordinates=[37.40204255, 55.89845067], type=Point}";
"2632135645";"1004377";"Молодёжная улица, 50";"";"";"";"";"";"{coordinates=[37.40275509, 55.89819209], type=Point}";"{coordinates=[37.40275509, 55.89819209], type=Point}";
"2632135646";"1004378";"Площадь Победы";"";"";"";"";"";"{coordinates=[37.45223106, 55.89922232], type=Point}";"{coordinates=[37.45223106, 55.89922232], type=Point}";
"2632135647";"1004379";"Аллея Героев";"";"";"";"";"";"{coordinates=[37.45549674, 55.90194454], type=Point}";"{coordinates=[37.45549674, 55.90194454], type=Point}";
"2632135648";"1004380";"Аллея Героев";"";"";"";"";"";"{coordinates=[37.45605866, 55.901618], type=Point}";"{coordinates=[37.45605866, 55.901618], type=Point}";
"2632135649";"1004381";"Стадион «Родина»";"";"";"";"";"";"{coordinates=[37.45786201, 55.90311152], type=Point}";"{coordinates=[37.45786201, 55.90311152], type=Point}";
"2632135650";"1005384";"Поворот на совхоз «Солнечное»";"";"";"";"";"";"{coordinates=[36.92634157, 56.2195994], type=Point}";"{coordinates=[36.92634157, 56.2195994], type=Point}";
"2632135651";"1005378";"СЭМЗ";"";"";"";"";"";"{coordinates=[36.95835789, 56.19981293], type=Point}";"{coordinates=[36.95835789, 56.19981293], type=Point}";
"2632135652";"1004385";"Улица Академика Грушина";"";"";"";"";"";"{coordinates=[37.45370036, 55.90734925], type=Point}";"{coordinates=[37.45370036, 55.90734925], type=Point}";
"2632135653";"1005379";"СЭМЗ";"";"";"";"";"";"{coordinates=[36.95797812, 56.1995127], type=Point}";"{coordinates=[36.95797812, 56.1995127], type=Point}";
"2632135654";"1004386";"Улица Академика Грушина";"";"";"";"";"";"{coordinates=[37.45340904, 55.9077435], type=Point}";"{coordinates=[37.45340904, 55.9077435], type=Point}";
"2632135655";"1004387";"Улица Павлова";"";"";"";"";"";"{coordinates=[37.45484943, 55.91103964], type=Point}";"{coordinates=[37.45484943, 55.91103964], type=Point}";
"2632135657";"1004388";"Улица Павлова";"";"";"";"";"";"{coordinates=[37.45432777, 55.91111268], type=Point}";"{coordinates=[37.45432777, 55.91111268], type=Point}";
"2632135661";"1004389";"Метро «Речной вокзал»";"";"";"";"";"";"{coordinates=[37.47429252, 55.85433225], type=Point}";"{coordinates=[37.47429252, 55.85433225], type=Point}";
"2632135662";"1004382";"Улица Бурденко";"";"";"";"";"";"{coordinates=[37.45358382, 55.90416063], type=Point}";"{coordinates=[37.45358382, 55.90416063], type=Point}";
"2632135666";"1004383";"Улица 8-го Марта";"";"";"";"";"";"{coordinates=[37.45534813, 55.90473591], type=Point}";"{coordinates=[37.45534813, 55.90473591], type=Point}";
"2632135668";"1004391";"Метро «Речной вокзал»";"";"";"";"";"";"{coordinates=[37.48178225, 55.85684612], type=Point}";"{coordinates=[37.48178225, 55.85684612], type=Point}";
"2632135669";"1004384";"Улица Чкалова, 11";"";"";"";"";"";"{coordinates=[37.45462865, 55.90254419], type=Point}";"{coordinates=[37.45462865, 55.90254419], type=Point}";
"2632135671";"1004392";"Библиотечная улица";"";"";"";"";"";"{coordinates=[37.48100189, 55.8952106], type=Point}";"{coordinates=[37.48100189, 55.8952106], type=Point}";
"2632135675";"1004393";"Метро «Ховрино»";"";"";"";"";"";"{coordinates=[37.48032377, 55.87808169], type=Point}";"{coordinates=[37.48032377, 55.87808169], type=Point}";
"2632135681";"1004395";"Стадион";"";"";"";"";"";"{coordinates=[37.4532403, 55.88665993], type=Point}";"{coordinates=[37.4532403, 55.88665993], type=Point}";
"2632135683";"1004396";"Кинотеатр «Юбилейный»";"";"";"";"";"";"{coordinates=[37.44974008, 55.88815707], type=Point}";"{coordinates=[37.44974008, 55.88815707], type=Point}";
"2632135686";"1005385";"Поворот на совхоз «Солнечное»";"";"";"";"";"";"{coordinates=[36.92629792, 56.21913727], type=Point}";"{coordinates=[36.92629792, 56.21913727], type=Point}";
"2632135694";"1005388";"Кирпичный завод (Смирновка)";"";"";"";"";"";"{coordinates=[36.90097171, 56.23529763], type=Point}";"{coordinates=[36.90097171, 56.23529763], type=Point}";
"2632135696";"1005389";"Кирпичный завод (Смирновка)";"";"";"";"";"";"{coordinates=[36.90217348, 56.23412043], type=Point}";"{coordinates=[36.90217348, 56.23412043], type=Point}";
"2632135699";"1005390";"Коськово";"";"";"";"";"";"{coordinates=[36.8842067, 56.24568209], type=Point}";"{coordinates=[36.8842067, 56.24568209], type=Point}";
"2632135701";"1005391";"Коськово";"";"";"";"";"";"{coordinates=[36.88503157, 56.24471727], type=Point}";"{coordinates=[36.88503157, 56.24471727], type=Point}";
"2632135703";"1004397";"Аптека";"";"";"";"";"";"{coordinates=[37.44670363, 55.89118523], type=Point}";"{coordinates=[37.44670363, 55.89118523], type=Point}";
"2632135705";"1004398";"МЦД Химки";"";"";"";"";"";"{coordinates=[37.44998866, 55.89363157], type=Point}";"{coordinates=[37.44998866, 55.89363157], type=Point}";
"2632135706";"1004399";"Дом обуви";"";"";"";"";"";"{coordinates=[37.45167846, 55.88919864], type=Point}";"{coordinates=[37.45167846, 55.88919864], type=Point}";
"2632135707";"1004400";"Стадион";"";"";"";"";"";"{coordinates=[37.45270622, 55.88486402], type=Point}";"{coordinates=[37.45270622, 55.88486402], type=Point}";
"2632135708";"1004401";"Правобережная улица";"";"";"";"";"";"{coordinates=[37.45408328, 55.881583], type=Point}";"{coordinates=[37.45408328, 55.881583], type=Point}";
"2632135710";"1004403";"Проспект Мельникова";"";"";"";"";"";"{coordinates=[37.40540084, 55.90157105], type=Point}";"{coordinates=[37.40540084, 55.90157105], type=Point}";
"2632135711";"1004404";"Проспект Мельникова";"";"";"";"";"";"{coordinates=[37.40482906, 55.90165512], type=Point}";"{coordinates=[37.40482906, 55.90165512], type=Point}";
"2632135712";"1004405";"6-й микрорайон Новых Химок";"";"";"";"";"";"{coordinates=[37.40810319, 55.89948306], type=Point}";"{coordinates=[37.40810319, 55.89948306], type=Point}";
"2632135713";"1004406";"6-й микрорайон Новых Химок";"";"";"";"";"";"{coordinates=[37.40710959, 55.89987103], type=Point}";"{coordinates=[37.40710959, 55.89987103], type=Point}";
"2632135714";"1004407";"Улица Родионова";"";"";"";"";"";"{coordinates=[37.4045308, 55.90469136], type=Point}";"{coordinates=[37.4045308, 55.90469136], type=Point}";
"2632135715";"1004408";"Улица Родионова";"";"";"";"";"";"{coordinates=[37.40576093, 55.90607816], type=Point}";"{coordinates=[37.40576093, 55.90607816], type=Point}";
"2632135716";"1004409";"Стекольный завод «Элвакс»";"";"";"";"";"";"{coordinates=[37.30905695, 55.96304641], type=Point}";"{coordinates=[37.30905695, 55.96304641], type=Point}";
"2632135717";"1004410";"Школа";"";"";"";"";"";"{coordinates=[37.30560521, 55.95839339], type=Point}";"{coordinates=[37.30560521, 55.95839339], type=Point}";
"2632135718";"1004411";"Школа";"";"";"";"";"";"{coordinates=[37.30595878, 55.95797706], type=Point}";"{coordinates=[37.30595878, 55.95797706], type=Point}";
"2632135719";"1004412";"Полиция";"";"";"";"";"";"{coordinates=[37.30430526, 55.95530417], type=Point}";"{coordinates=[37.30430526, 55.95530417], type=Point}";
"2632135723";"1004413";"Полиция";"";"";"";"";"";"{coordinates=[37.30440795, 55.95485365], type=Point}";"{coordinates=[37.30440795, 55.95485365], type=Point}";
"2632135735";"1004417";"Филино";"";"";"";"";"";"{coordinates=[37.37808399, 55.92108276], type=Point}";"{coordinates=[37.37808399, 55.92108276], type=Point}";
"2632135741";"1004420";"Библиотека";"";"";"";"";"";"{coordinates=[37.37209841, 55.91989647], type=Point}";"{coordinates=[37.37209841, 55.91989647], type=Point}";
"2632135743";"1004421";"Библиотека";"";"";"";"";"";"{coordinates=[37.37218413, 55.91976417], type=Point}";"{coordinates=[37.37218413, 55.91976417], type=Point}";
"2632135746";"1004422";"Микрорайон Планерная";"";"";"";"";"";"{coordinates=[37.36896401, 55.92117762], type=Point}";"{coordinates=[37.36896401, 55.92117762], type=Point}";
"2632135749";"1004423";"Микрорайон Планерная";"";"";"";"";"";"{coordinates=[37.36844259, 55.92109538], type=Point}";"{coordinates=[37.36844259, 55.92109538], type=Point}";
"2632135755";"1005396";"Нагорное";"";"";"";"";"";"{coordinates=[36.83842262, 56.27396185], type=Point}";"{coordinates=[36.83842262, 56.27396185], type=Point}";
"2632135757";"1005397";"Нагорное";"";"";"";"";"";"{coordinates=[36.83972146, 56.27262241], type=Point}";"{coordinates=[36.83972146, 56.27262241], type=Point}";
"2632135764";"1005400";"Давыдково-1";"";"";"";"";"";"{coordinates=[36.81753037, 56.28670937], type=Point}";"{coordinates=[36.81753037, 56.28670937], type=Point}";
"2632135765";"1005401";"Давыдково-1";"";"";"";"";"";"{coordinates=[36.81771067, 56.28625406], type=Point}";"{coordinates=[36.81771067, 56.28625406], type=Point}";
"2632135769";"1004426";"Мега - Ашан";"";"";"";"";"";"{coordinates=[37.39759028, 55.91333611], type=Point}";"{coordinates=[37.39759028, 55.91333611], type=Point}";
"2632135773";"1005406";"Южная";"";"";"";"";"";"{coordinates=[36.761841, 56.32102938], type=Point}";"{coordinates=[36.761841, 56.32102938], type=Point}";
"2632135774";"1005407";"Южная";"";"";"";"";"";"{coordinates=[36.76222886, 56.32036696], type=Point}";"{coordinates=[36.76222886, 56.32036696], type=Point}";
"2632135777";"1005408";"Подстанция";"";"";"";"";"";"{coordinates=[36.75534659, 56.32500145], type=Point}";"{coordinates=[36.75534659, 56.32500145], type=Point}";
"2632135779";"1005409";"Подстанция";"";"";"";"";"";"{coordinates=[36.75581594, 56.32432827], type=Point}";"{coordinates=[36.75581594, 56.32432827], type=Point}";
"2632135782";"1005410";"Сквер Чайковского";"";"";"";"";"";"{coordinates=[36.75046922, 56.32710708], type=Point}";"{coordinates=[36.75046922, 56.32710708], type=Point}";
